1.00000000	-0.01494277
0.98908350	-0.01657285
0.97724370	-0.01821649
0.96434930	-0.01917988
0.95267950	-0.0195321
0.94286320	-0.01944147
0.93420020	-0.01905715
0.92624520	-0.01844563
0.91864850	-0.01763614
0.91112760	-0.01663522
0.90340360	-0.01541891
0.89516130	-0.01392956
0.88602730	-0.01199762
0.87545320	-0.009332777
0.86255270	-0.005631745
0.84572020	-0.000291866
0.82500300	0.006630416
0.80320550	0.01386199
0.78031960	0.02124571
0.75629060	0.0284081
0.73116670	0.03520022
0.70504250	0.04155884
0.67802370	0.0474067
0.65029200	0.05296887
0.62199290	0.05827638
0.59325660	0.063226
0.56423250	0.06777043
0.53506700	0.07179967
0.50590350	0.07513048
0.47690350	0.0776755
0.44823920	0.07948611
0.42007330	0.08068644
0.39254990	0.08138816
0.36579530	0.08167103
0.33991670	0.08160332
0.31500490	0.08122198
0.29113580	0.08052865
0.26836390	0.07961497
0.24673170	0.07847898
0.22626510	0.07714084
0.20697370	0.0756574
0.18885570	0.07404825
0.17189750	0.07232996
0.15607850	0.07051211
0.14136420	0.0686412
0.12771380	0.06674758
0.11509070	0.06480268
0.10344410	0.06284557
0.09273168	0.06084649
0.08289919	0.05883842
0.07389852	0.05681385
0.06567809	0.05478715
0.05819098	0.05275245
0.05140123	0.05067647
0.04525360	0.0485996
0.03969373	0.04655543
0.03469608	0.04450462
0.03023043	0.04243881
0.02624240	0.04039916
0.02270687	0.03837268
0.01959781	0.03636072
0.01686958	0.03439751
0.01448536	0.0324873
0.01243492	0.03062834
0.01066920	0.02883932
0.00916434	0.02713409
0.00787200	0.02552333
0.00677626	0.02401453
0.00584122	0.02260142
0.00505394	0.02129057
0.00438900	0.02007844
0.00382146	0.01895828
0.00333958	0.01793149
0.00293306	0.01699346
0.00258966	0.01613523
0.00229918	0.01534942
0.00205310	0.01463093
0.00184411	0.01397914
0.00166594	0.01338829
0.00151350	0.01285277
0.00136147	0.0122837
0.00120093	0.01164557
0.00103376	0.0109296
0.00086201	0.01012643
0.00068709	0.009225646
0.00051178	0.008215961
0.00034505	0.007083839
0.00019828	0.005815168
0.00007705	0.004394514
-0.00000895	0.002806079
-0.00004295	0.001032463
-0.00001102	-0.000945611
0.00009615	-0.003148192
0.00031291	-0.005595359
0.00065204	-0.0083101
0.00114858	-0.01131453
0.00184002	-0.01463071
0.00277130	-0.0182792
0.00403732	-0.02226594
0.00576000	-0.02657714
0.00803317	-0.03119666
0.01098309	-0.03607763
0.01477851	-0.04111988
0.01960687	-0.0461528
0.02570975	-0.05083963
0.03314366	-0.05493407
0.04173582	-0.05860228
0.05141019	-0.06202954
0.06222215	-0.06514498
0.07419923	-0.06799029
0.08736816	-0.0706543
0.10176570	-0.07322783
0.11745050	-0.07568856
0.13446460	-0.07808837
0.15285650	-0.08038185
0.17265670	-0.08257949
0.19388840	-0.08464053
0.21655610	-0.0865524
0.24064630	-0.0882953
0.26612640	-0.08984053
0.29294110	-0.09115937
0.32101140	-0.09223486
0.35023570	-0.09302679
0.38048760	-0.09350574
0.41161890	-0.09366567
0.44346090	-0.09346852
0.47582820	-0.09290183
0.50852210	-0.09195519
0.54133250	-0.09056596
0.57404830	-0.08873536
0.60645660	-0.08644214
0.63834870	-0.08364213
0.66952540	-0.08030787
0.69980450	-0.07644492
0.72903230	-0.07213821
0.75708680	-0.06751481
0.78386940	-0.06268139
0.80931370	-0.05776541
0.83337600	-0.05287363
0.85603490	-0.04810045
0.87728700	-0.04351589
0.89713390	-0.03912094
0.91560920	-0.03498605
0.93274450	-0.03110611
0.94858750	-0.02749631
0.96318860	-0.02414229
0.97660680	-0.02103514
0.98888970	-0.01810574
1.00000000	-0.01494277
999.0	999.0
1.27339300	0.1104745
1.27008800	0.1090811
1.26642500	0.1075376
1.26238000	0.1058324
1.25792400	0.1039542
1.25303300	0.1018876
1.24772400	0.09953219
1.24191200	0.09702086
1.23553800	0.09445485
1.22861600	0.09177712
1.22115000	0.08896457
1.21313500	0.08604755
1.20457100	0.08306723
1.19547200	0.08005244
1.18587100	0.07704662
1.17580400	0.07407776
1.16534000	0.0711461
1.15453300	0.06830575
1.14346000	0.06557547
1.13220900	0.06296426
1.12086800	0.06048834
1.10952500	0.05816614
1.09827700	0.05599114
1.08721000	0.05396334
1.07640300	0.05209191
1.06593300	0.050361
1.05586100	0.04876733
1.04624000	0.04731019
1.03711300	0.04596946
1.02850700	0.04473864
1.02044200	0.04360468
1.01292300	0.0425819
1.00595200	0.04163947
0.99951880	0.04077372
0.99360750	0.03998842
0.98819760	0.03927529
0.98326530	0.03862612
0.97878330	0.03803542
0.97472320	0.03749824
0.97105540	0.0370095
0.96774980	0.03656863
0.96477650	0.03617889
0.96210680	0.03583968
0.95971440	0.03554074
0.95757500	0.03527346
0.95566430	0.03503386
0.95396020	0.03481982
0.95244350	0.03462267
0.95109580	0.03443102
0.94989660	0.03425515
0.94883850	0.03405068
0.94791360	0.03380343
0.94710370	0.03355524
0.94640640	0.03329406
0.94582460	0.0329784
0.94533750	0.03263118
0.94492760	0.0322705
0.94460730	0.03192012
0.94436910	0.03159151
0.94418750	0.0312844
0.94402420	0.03095187
0.94386680	0.03056931
0.94371860	0.03014057
0.94359690	0.02968356
0.94351300	0.02918571
0.94348010	0.02862709
0.94350870	0.028008
0.94360790	0.02736076
0.94379800	0.02668866
0.94408430	0.02598812
0.94445540	0.02525102
0.94493880	0.02448526
0.94553100	0.02370667
0.94621420	0.02292551
0.94703310	0.02214002
0.94796820	0.02135598
0.94903420	0.0205891
0.95025230	0.01984693
0.95160040	0.01912832
0.95310940	0.01845255
0.95475870	0.01779737
0.95657030	0.01718203
0.95853840	0.01659133
0.96067910	0.01604644
0.96299510	0.015541
0.96549650	0.01508836
0.96818820	0.01467614
0.97107850	0.01430412
0.97417420	0.01396085
0.97748510	0.01365307
0.98101900	0.0133773
0.98478550	0.01313738
0.98879180	0.01293583
0.99304630	0.01278068
0.99755600	0.01269434
1.00232600	0.01270015
1.00736000	0.01281134
1.01265900	0.01303282
1.01822200	0.01338758
1.02404900	0.01387176
1.03013600	0.01448431
1.03647600	0.01524949
1.04306000	0.01616922
1.04987700	0.01725057
1.05691100	0.01852098
1.06414800	0.01997013
1.07156800	0.02159573
1.07915300	0.02340092
1.08688500	0.02536271
1.09474100	0.02747372
1.10269700	0.02972987
1.11072500	0.03212643
1.11879500	0.03466315
1.12687700	0.03733918
1.13494200	0.04014018
1.14296000	0.04305886
1.15090100	0.04609006
1.15873900	0.04921097
1.16645600	0.0523905
1.17402500	0.05562151
1.18142500	0.05888415
1.18864000	0.06215837
1.19564500	0.0654403
1.20242800	0.06871004
1.20898500	0.071941
1.21529500	0.07513099
1.22135000	0.07827815
1.22713400	0.08138465
1.23265000	0.08443324
1.23789600	0.08741099
1.24287200	0.09031407
1.24759200	0.093119
1.25205300	0.09583124
1.25618000	0.09856313
1.26003500	0.1012304
1.26367700	0.1037512
1.26711400	0.1061291
1.27035100	0.1083687
1.27339300	0.1104745
